text,label
"🔻รับสมัคร 3อัตรา Sale Marketing/รายได้ 19,000 ทำจ-ศ 8.30-16.00🎓บางนาติดbtsอุดมสุข วุฒิ ป.ตรี อายุ 23 ปีขึ้นไป - 40ปี ติดต่อ พี่โซดา099-999-99 (ID:soda095)",neutral
23 เย็น กุได้นะ หรือ25 ระหว่าเดินงทาง 55,neutral
เรามาถึงจุดที่ลอดช่องกับทับทิมกรอบ ราคา 69 บาทเลยเหรอเนี่ย ประหยัดต่อไปดีก่า,neutral
"ไม่ต่างเพราะเป็นเบียร์ประเภทลาเกอร์ ของไทยเบฟนี่แหล่ะครับ , รสชาติคงคล้ายช้างขวดสีชาแบบเดิม",neutral
ไป2จ่าย3ม้ะ,neutral
กกต. คือตัวอย่างของการทำงานที่บัดซบที่สุดในปวศ.ประเทศนี้...เงินเดือนเป็นเเสน คุณภาพงานเท่าเเตดมด😡😡😡 เก้วกาด ยุบเถอะอายเขา,negative
สงสารบาบิก้อนนะเหมือนยิ่งแก้ยิ่งแย่อะ แต่การการทำเขาเหมือนคิดว่าลูกค้าโง่อะ เอาใบแลปมาแล้วเขียนภาษาไทยตัวแดงๆโตๆว่าไม่มีพยาธิ คิดว่าลูกค้าจะไม่อ่านข้างหลังหรอครับ..,negative
ตอนพันธมิตรถอนตัวออกจากทำเนียบรัฐบาล จนท.ได้เข้าไปตรวจในทำเนียบ พบขี้เต็มห้อง รัฐมนตรี ถุงยางอนามัยใช้แล้วเกลื่อนห้องเต็มไปหมด ปืนของ ตร. สันติบาล หายหมด โดยเฉพาะปืนกลอูซี่ โต๊ะข้าราชการถูกงัด ของมีค่าทั้งของส่วนตัวและของหลวงหายหมด พบอาวุธบางส่วนอยู่ในท่อระบายน้ำ สนามหญ้าเละเทะ,negative
เทคโนโลยีที่พัฒนาโดยนิสสันสำหรับรถยนต์นิสสัน LEAF ที่ขับเคลื่อนจากพลังงานไฟฟ้า 100% จะถูกนำมาใช้ในโครงการรถบัสโดยสารพลังงานไฟฟ้า โดยจะเริ่มทดสอบในเดือนหน้า (กุมพาพันธ์ 2561) ในประเทศญี่ปุ่น,neutral
ขายจ้า มีฟตบทิปซี่เจนเวอร์นะคะหนามาก รูปตั้งแต่คุณยองมินสมัยปะดิ้วเลย🙆💛 ขออนุญาตขายแค่ตัวฟตบนะคะ 850.- หามั่ยดั้ยแร้วน้า นัดรับได้ค่ะตามแนว bts/mrt,neutral
"แอดมินขอทราบวันที่,เวลาและสาขาที่คุณลูกค้าเข้าใช้บริการเพื่อเป็นข้อมึลให้ทางหัวหน้างานตรวจสอบการทำงานของพนักงานด้วยค่ะ",neutral
"CAMRY HYBRID 2011 2.4 บินซิน ปุ่มสตาร์ท เบาะหนัง พวงมาลัยมัลติ ม่านไฟฟ้า สภาพสมบูรณ์ขับยาวๆ ราคา 185,000 บาท DEADPOOL",positive
เวรกรรมเลยมาตกกับผู้บริโภคไง,negative
"เชิญมาใช้สิทธิ์ ""5 บาทรักษาทุกโรค"" ที่สถานบำบัดบ้า SNOPบร้า 😍 โค้ก โซดา น้ำ ทุกรายการขาย 5 บาท ✨ ( ไม่ต้องขยี้ตา ราคาห้าบาทถ้วน ) 👉 ก่อน 5 ทุ่ม 🖐️ เชิญมาใช้สิทธิ์ ""5 บาทรักษาทุกโรค"" 🖐️ ที่สถานบำบัดบ้า SNOPบร้า 🤡👿🤖👹👾💩🎃 ลูกค้าแค่เปิดเบลนด์ 1 ขวด ได้สิทธิ์ ซื้อมิกเซอร์ โค้ก โซดา น้ำ ✨ ทุกรายการขายในราคา 5 บาท อีก 10 ขวดน๊าา 👍👍👍 👉 พิเศษสุดๆๆๆ ^ ^ มาใช้สิทธิ์คุ้มๆ ก่อน 5 ทุ่มนะจ๊ะ 🖐️ (ร้านปิดทุกวันจันทร์จ้า) ใครที่อยากจองโต๊ะโทรเบอร์นี้เลยจ้า 08 88 88 88 88 / 088 888 88 snopสถานบำบัดบ้า",neutral
